subj,question,response,Opinion,age,gender,ethnicity,ethnicity_TEXT,education,ses,trukID,Condition,DO-BL-DVsandMediators
110,1,7,I think that Maria is thinking that her children are the greatest thing to ever happen to her. She is probably thinking that she would do anything for her children and that her purpose in life is to raise her children well.,22,1,5,,4,5,A1UPJLTUI6VLNP,1,instruct|life_satis|neg_affect|pos_affect
111,1,7,"I think she feels very compelled to do everything for her children without ever really thinking about what she might do just for herself. She's thinking of the next thing on the list that she has to achieve, where she has to be, who  she has to see, what she has to cook, etc. while never considering doing anything else.",57,2,5,,5,5,ADD6QU1TGC173,1,instruct|life_satis|pos_affect|neg_affect
112,1,7,"Maria feels that having her children gives her a reason to live. Making her children happy and giving them a good, fulfilling life in turn makes Maria feel fulfilled and like her life has purpose. For her, love and family equal a positive, happy life.",29,2,5,,5,8,A3EO9PL1ALC4CQ,1,instruct|neg_affect|life_satis|pos_affect
113,1,7,"Maria is just happy to be creating a path for success for her children. She is acting extremely selfless in that she is only worried about her children. She subconsciously understands that her children are the most important thing in the world, and in the end she will remember helping her children over spending time with her friends.",22,1,5,,4,5,ALOI2YWIIOCO,1,instruct|neg_affect|life_satis|pos_affect
114,1,6,Maris seems to be happy. But it seems that there is something missing in this story(it was not provided the rest). She has a very busy life for she has to take care of the children.,28,1,2,,2,7,A3FT3GXRFE29EH,1,instruct|life_satis|pos_affect|neg_affect
115,1,7,"Maria's mind is focused on the positives of life.  she has chosen to live in such a way, that she spends so much time and thoughts about the great things in her life, that the can easily handle the bad things when they happen.  this is a classic example of ""positive thinking.""",57,1,5,,5,6,A1S88VQY8G8CNC,1,instruct|pos_affect|neg_affect|life_satis
116,1,7,"Her kids are always on her mind, because of this, she feels fulfilled in life and is anxious to live another day.  Her family is her number one priority and her happiness demonstrates that.",18,1,2,,4,6,A2GNS95LO0S77A,1,instruct|pos_affect|life_satis|neg_affect
117,1,7,"Maria sounds like she is a single mother, but one who lives for her children, and that is all she needs in life. Maria thinks everyday what she could do to make her children’s lives better-off, and in return this makes her and her children happy. Maria thinks about her children 34/7/365.",31,1,5,,6,5,A25ZADCJI3D5AF,1,instruct|pos_affect|life_satis|neg_affect
118,1,7,She is not unhappy and she loves to care for her children.  She likes to keep busy and has tons of things to do with her children and her children's friends.  She has a lot to look forward to.,32,1,3,,5,6,A256YQIKQ2IO3W,1,instruct|pos_affect|neg_affect|life_satis
119,1,7,"Maria feels fulfilled with her life. She has children who she loves and who love her in return, and she is extremely dedicated to them. She enjoys spending time with them and doing things to help make their lives better. ",24,2,5,,4,8,A2IC2WC430TQ0X,1,instruct|neg_affect|life_satis|pos_affect
120,1,6,"Maria loves her children. Her benevolence provides fulfillment, which could be her selflessness. Or, she was treated poorly or has seen people be treated poorly in the past, and seeks to rectify this by caring about the people around her.",23,1,5,,6,5,A2DRWXYEI13T52,1,instruct|life_satis|pos_affect|neg_affect
121,1,6,Maria probably had the mindset from a young age that she wanted to have children. By having children and maintaining her previous lifestyle and seeing her friends she is able to be pleased with her life choices.,18,2,5,,4,5,A35SDHOCJP65U9,1,instruct|neg_affect|pos_affect|life_satis
122,1,7,"maria enjoys making her children happy - this, in turn, makes her happy. she also visits her own friends when she can, which brings her joy. the focus of her life is family and friends, and she is able to spend so much time with the most important people in her life.",29,2,5,,5,5,AZE0OFV4GZZ44,1,instruct|neg_affect|pos_affect|life_satis
123,1,4,"To be honest I do not have any specific guess regarding Maria's decision making so I do not know what to think. If anything I think that Maria is going to stay focused and do what she needs to in order to successfully move forward. I also do not recall very many details from the past couple excerpts because I did not ready very much into them. My goal in this position is simply to meet the remainder of the character requirement. I will admit I did not read in anticipation of such a specific quiz. Also, I do not believe that believe that one hundred and seventy five characters in in any way, near two sentences. This in my opinion is a large requirement on behalf of the individual completing this survey. If I were to guess I would say that Maria is a very cautious individual and hopefully be able to accomplish all of her goals given the parameters of this event in particular. Again this was a very straining requirement for such a small survey. ",21,1,3,,4,6,AF0HZHI25C1S4 ,1,instruct|pos_affect|neg_affect|life_satis
124,1,7,Maria is happy because she has the support of her family. When people are alienated from their family bad things happen. This family cohesiveness creates positive experiences. ,32,1,5,,8,3,A3BPTG7A6TOQC9,1,instruct|neg_affect|life_satis|pos_affect
125,1,7,Maria is probably thinking about her children's futures and what will become of them. Maria is also probably trying to keep track of all the things needs to complete during her day and week. She stays very busy and has many tasks at hand that are important to her and her family.,29,1,5,,3,4,A3SFNMTK31EBV1,1,instruct|neg_affect|pos_affect|life_satis
126,1,7,"I think Maria is feeling a lot of fulfillment, having raised her children to this point and seeing them thriving.  She gets satisfaction from the peace and joy of spending time with her children and her old friends.",54,2,5,,5,5, A2YIEPQOATHN31,1,instruct|pos_affect|life_satis|neg_affect
127,1,7,"Maria is someone who thinks that the glass as half full rather than half empty.  Maria is thinking ""Why be one of those people who is so miserable and inappreciative that I see right in front of me that I have wonderful children and they have wonderful friends.  This is a time I will never get back, so why not dive in, take them to the park, be involved at their school and in their lives in general.""",35,1,2,,5,4,A1WUTZU21EBA5Y,1,instruct|neg_affect|pos_affect|life_satis
128,1,6,I think that she enjoys motherhood very much. She seems to be enjoying all the simple things in life that many other people would take for granted. She loves her simple life very much.,33,1,2,,5,5,A1MADOUB1BA0A5,1,instruct|pos_affect|life_satis|neg_affect
129,1,7,"She is planning out the children's present and future.  Maria's world is full of children, friends and love.  There is no negativity in Maria's mind.  Everyone has a place and belongs in Maria's life.  I feel this is what is going on in her mind.",63,2,5,,3,4,A2VOADROWMC2ZM,1,instruct|neg_affect|life_satis|pos_affect
130,1,6,"Although it may feel like a lot of work to her. In Maria's thoughts, she is quite content because her children are the focus to her emotions. All the actions she does is for her children and the way she expresses, really relflects on what she does.",26,1,3,,5,8,A68V2MSXM7FMY,1,instruct|life_satis|pos_affect|neg_affect
131,1,7,"Because Maria loves her children so much, it makes her feel good to do things for them and to take care of them.  This makes her feel good because she cares about whether they are happy and about whether they have a good future.  Since these goals are important to her, then it fulfills her and makes her happy to do so much for her children.",51,2,5,,6,6,AV5X7GZTYJSNF,1,instruct|pos_affect|life_satis|neg_affect
132,1,7,She is thinking about how lucky she is to have such great children. She is thinking about how wondergul everything turned out. Also she is thinking about how grateful she should be and is about her life.,23,2,2,,4,8,A1KWGIXC037A9B,1,instruct|life_satis|neg_affect|pos_affect
133,1,7,"Maria sounds like she has learned to balance her home life with her social life. It is obvious that she loves her children very much, and they love her back very much. She has managed to keep her friends close and makes time for them. Her life sounds very well rounded and very complete. She is extremely lucky and definitely has her priorities straight.",60,2,5,,4,7,A2YAJ76U3JTDS5,1,instruct|neg_affect|life_satis|pos_affect
134,1,7,About her children's futures and what she can do to insure they end up having happy lives. She also goes over how truly grateful she is to be so fortunate to have three healty beautiful children.,33,1,2,,4,9,A2AHIEN1A67L3R,1,instruct|life_satis|neg_affect|pos_affect
135,1,7,"She is wanted and needed. She finds pleasure in doing for her kids, but also finds time for old friends. Overall there is little time for anything else other than being giving and that is what she wants to do.",46,1,5,,4,7,AFZ3OILHAA7V3,1,instruct|pos_affect|life_satis|neg_affect
136,1,7,"It's important that my children have a good life, and if they do then I am doing good in the world. But I can't get so involved in my children's lives that I neglect my friends and my needs. ",21,2,5,,4,8,A2OBUYJS9AVG91,1,instruct|pos_affect|life_satis|neg_affect
137,1,7,"Maria is devoting her life to her children, which gives her life meaning and purpose.  She understands and is willing to do what ever she can to enrich the lives of her children.  ",28,1,5,,2,7,A30RP6ZH470Y96,1,instruct|neg_affect|pos_affect|life_satis
